unmatched log - 2026-03-13T05:52:21.725Z
合計: 1050行

案件管理番号 | システム名 | 対応内容
2024040500003 | POS（正式名称記載なし） | Apple OLS経由契約を扱う店頭関連処理有無と負荷影響の有無確認
2024040500003 | 料金シミュレータ（正式名称記載なし） | Apple OLS起因の料金試算アクセス集中有無とシステム負荷影響の確認
2024040500003 | G3 FAX（正式名称記載なし） | Apple OLS関連でのFAX連携有無を確認し、該当時の処理件数上限評価
2024040500003 | BFS（正式名称記載なし） | Apple OLS取次案件の請求・課金処理における高負荷時の処理能力確認
2024040500003 | 法人OLS（正式名称記載なし） | Apple OLS要件との関係性有無の確認および影響がある場合の負荷評価
2024040500003 | YM-OLS／LM-OLS（正式名称記載なし） | 他ブランド向けOLSへの波及影響有無と共通基盤負荷の洗い出し
2024051400007 | かんたん手続き | 受付状況一覧画面の業務名項目にイベント表示を追加する改修
2024051400007 | かんたん手続き | iPad GINIEホスト名を取得しイベント端末判定するロジックを追加
2024051400007 | かんたん手続き | イベント受付フラグとホスト名をDWH連携用データに保持する実装を追加
2024051400007 | GINIE | 記載なし（KICK OFF資料上「GINIE開発は不要」と明記）
2024051400007 | DWH | B_JFR_KIOSK受付基本情報テーブルにiPad GINIEホスト名項目を追加し連携
2024051400007 | DWH | B_JFR_KIOSK受付状況照会テーブルにiPad GINIEホスト名項目を追加し連携
2024051500001 | GINIE | 顧客照会画面で本人確認強化POPUP表示とレ点入力を必須化する改修
2024051500001 | GINIE | 手続き開始時に対象業務判定し対象外チェック欄表示有無を制御するロジック追加
2024051500001 | GINIE | 機種変更・番号移行・USIM再発行・eSIM再発行で本確読込処理を必須チェックに変更
2024051500001 | GINIE | 本人確認イメージデータをCCOC連携用に取得・送信するインターフェース処理の追加
2024051500001 | GINIE | マイナンバーカードICチップ有無を確認する読取機能を本人確認処理に追加
2024051500001 | かんてつ | 本人確認強化POPUPの文言や対象業務定義を管理する画面・マスタを追加
2024051500001 | かんてつ | 機種変更・番号移行など対象業務における本確読込必須フラグ制御ロジックを実装
2024051500001 | かんてつ | マイナンバーカードICチップ有無確認の結果を表示・保存する機能を本人確認画面に追加
2024051500001 | CCOC_M00321 | GINIEから連携される本人確認イメージデータを受信し審査PF向けに保持する機能追加
2024051500001 | 審査PF_M00555 | 受領した本人確認イメージを用い対象業務の審査を必須実行する審査フローの追加
2024052200003 | 記載なし | BOS請求書再発行登録画面の発送料表示項目を77円から100円へ変更
2024052200003 | 記載なし | Corelis Care通話明細書発行受付画面の郵送料表示を84円から110円へ変更
2024052200003 | 記載なし | My SB通話料明細書発行受付画面の郵送関連金額を新料金100/200/300円へ変更
2024052200003 | 記載なし | IVCマスタの通話明細郵送料単価レコードを77円から100円へ変更
2024052200003 | 記載なし | BSS/Billingの通話明細発行課金ロジックで郵送料単価を新料金に更新
2024061100012 | 記載なし | 請求画面（確定後・計算中/確定前）の支払方法表示文言および発行日項目の非表示制御を変更（YM・LINEMO）
2024061100012 | 記載なし | 請求照会画面（確定料金）に「請求書払い（オンライン支払い）」「請求書払い（払込用紙）」を追加表示する制御を実装（YM・LINEMO）
2024061100012 | 記載なし | 請求照会画面（確定前料金）で「金融機関窓口払込」を「請求書払い」へ文言変更する制御を実装（YM・LINEMO）
2024061100012 | 記載なし | OBIトップ画面に窓口（SMS/紙）契約向けの支払状況一覧への導線バナーを新設し表示条件を制御（YM・LINEMO）
2024061100012 | 記載なし | 支払状況一覧画面にオンライン決済入口へのWebLinkを新設しステータス別に活性/非活性を制御（YM・LINEMO）
2024061100012 | 記載なし | オンライン決済入口画面へのWebLink（Web）を新設し、窓口払いユーザーを遷移させる導線制御を実装（YM・LINEMO）
2024061100012 | 記載なし | OBIトップの表示ロジックを支払方法と決済ステータスに応じて「支払い誘導」「決済確認中」に切替制御（YM・LINEMO）
2024061100012 | 記載なし | 支払状況一覧のステータスコード（AP/BP/CP/NP/ZE）と支払方法コードを用いた文言表示ロジックを変更（YM・LINEMO）
2024061100012 | 記載なし | オンライン決済可能上限金額を20万円から30万円へ変更する判定ロジックを決済画面側に実装（YM・LINEMO）
2024061100012 | 記載なし | オンライン決済対象期間を最大3か月から最大6か月に拡張する月選択ロジックを決済画面に実装（YM・LINEMO）
2024061100012 | 記載なし | 単月で上限金額以上の場合にその月の選択を不可とし警告メッセージを表示する制御を追加（YM・LINEMO）
2024061100012 | 記載なし | 6か月超の未払い存在または未払い最古月30万円以上の場合にオンライン決済遷移時エラー画面へ分岐制御を追加（YM・LINEMO）
2024061100012 | 記載なし | オンライン決済画面上の「手数料」「支払上限金額」「払込用紙」関連文言を削除・更新する表示制御を変更（YM・LINEMO）
2024061100012 | 記載なし | 決済画面に「手数料」枠を新設し選択された支払方法に応じて手数料金額を動的表示するJSロジックを実装（YM・LINEMO）
2024061100012 | 記載なし | 各支払確認画面（PayPay・クレジット・コンビニ・Pay-easy）に手数料枠を追加し文言を統一表示する制御を実装（YM・LINEMO）
2024061100012 | 記載なし | 滞納請求抑止フラグを参照しオンライン決済導線を開放する条件分岐をOBIトップと支払状況一覧に追加（YM・LINEMO）
2024061100012 | 記載なし | 通常請求抑止フラグの場合は金額・導線を表示しない既存制御を維持するロジックを確認・明示化（YM・LINEMO）
2024061100012 | 記載なし | オンライン決済対象外時に表示するエラーメッセージパターンを整理しOBI側判定ロジックに紐付けて実装（YM・LINEMO）
2024061100012 | 記載なし | 高額随時請求画面の支払上限金額を未払い決済と同一水準に変更する上限判定ロジックを実装（YM・LINEMO）
2024061100012 | 記載なし | 高額随時請求の各支払方法確認画面に手数料枠を追加しPayPay・クレジット・Pay-easyのみ表示制御を実装（YM・LINEMO）
2024061100012 | 記載なし | 高額随時請求に関する注意事項テキストを未払い決済と整合する内容へ見直すための表示文言を更新（YM・LINEMO）
2024061100012 | 記載なし | 未払いモーダルの優先順位（高額随時・未払い・早期買取NG・戻り郵便等）を維持したまま表示内容を調整（YM・LINEMO）
2024061100012 | 記載なし | My Y!mobile／My Menu等アプリ側WebView用のオンライン決済WebLinkについてアプリIT担当と連携し実装（YM・LINEMO）
2024062000014 | かんたん手続き | 料金シミュレータ連携タブにおうち割光セット（A）キャンペーン表示を追加
2024062000014 | かんたん手続き | 入力①タブに「おうち割 光セット」欄を新設し加入中・申込中回線入力項目を追加
2024062000014 | かんたん手続き | 加入中固定回線選択時に氏名・ID等入力から申込判定ボタンで加入可否判定を実装
2024062000014 | かんたん手続き | 申込中固定回線選択時に氏名・生年月日等入力から申込判定ロジックを実装
2024062000014 | かんたん手続き | SB→YM番号移行時に条件判定し「引き継ぐ／引き継がない」選択欄と固定表示項目を実装
2024062000014 | かんたん手続き | 番号移行元でおうち割加入中だが（A）未申込時のアラート表示ロジックを実装
2024062000014 | かんたん手続き | おうち割光セット申込レ点有無と既存B#状況に応じ合算請求欄表示制御ロジックを追加
2024062000014 | かんたん手続き | 合算請求解除が必要な場合に解除入力欄と申込判定ボタン・注意事項表示を実装
2024062000014 | かんたん手続き | おうち割光セット（A）申込・合算請求申込/解除時の帳票出力連携項目を追加
2024062000014 | かんたん手続き | 移転元おうち割光セット（M/テスマ）の解除申込をCCOC連携する処理を実装
2024062000015 | 料金シミュレーター | [料金シミュレータ画面]で「おうち割でんきセット（A）」選択時の見積情報をかんたん手続きへ連携
2024062000015 | 料金シミュレーター | [料金シミュレータ連携タブ]に連携された「おうち割でんきセット（A）」キャンペーンを申込キャンペーン欄へ表示
2024062800003 | GINIE | 新規・番号移行の「その他」欄カメラボタンでICチップ読取後IC有無判定処理を追加
2024062800003 | GINIE | 新規・番号移行の「その他」欄ICチップ有無結果をCCOC連携用データ項目へ格納
2024062800003 | GINIE | 新規・番号移行の「その他」欄ICチップ有無結果をDWH連携インタフェースに出力
2024062800003 | GINIE | 新規・番号移行の「その他」欄カメラボタンに真贋チェック呼出しロジックを追加
2024062800003 | GINIE | 故障（USIM再発行/交換/eSIM再発行）でpSIM/eSIM発行画面に強化対策ポップアップ表示処理を追加
2024062800003 | GINIE | 移動機修理受付画面で代替機貸出選択後に本人確認強化ポップアップを表示する制御を追加
2024062800003 | GINIE | 移動機交換画面でeSIM切替および代替機貸出時に本人確認強化ポップアップを表示
2024062800003 | GINIE | メモリデータ復旧画面で代替機貸出あり選択時に本人確認強化ポップアップを表示
2024062800003 | GINIE | 故障受付ポップアップに強化対応4種選択肢と故障専用文言を設定し表示文言を変更
2024062800003 | GINIE | 故障受付ポップアップで選択された強化対応コードをDWH連携用項目に格納
2024062800003 | GINIE | 番号移行本確読込画面「その他」欄カロリーメイト文言に代理人受付不可の追記を反映
2024062800003 | GINIE | 番号移行で移行元契約者＝移行先契約者選択時に本人確認書類選択肢から＋補助書類等を除外
2024062800003 | GINIE | 番号移行で本人確認書類「補助書類」カメラボタンの入力必須制御を任意へ変更
2024062800003 | GINIE | 機種変更S/Yマーク画面「I（その他）」入力欄の禁則文字一覧に故障画面と同等の文字を追加
2024062800003 | GINIE | 機種変更S/Yマーク付与画面のカメラボタン表示を個人対面チャネルで非表示に変更
2024062800003 | GINIE | 機種変更S/Yマーク画面の確認書類読込欄カロリーメイト文言を2024年8月以前の内容に復元
2024062800003 | GINIE | 複数業務受付画面で機変→新規パターンの証明書番号自動連携と新規側カメラ非活性制御を追加
2024062800003 | GINIE | 複数業務受付の機変→機変パターンで2回線目以降の本確カメラボタンを非活性とする制御を追加
2024062800003 | GINIE | 複数業務受付における本人確認担当者欄を対象全パターンで連動させるロジックを追加
2024062800003 | GINIE | 代理人受付時の本人確認書類読込でブラウザAPI経由カラーJPEG保存指定を行う処理を追加
2024062800003 | GINIE | 番号移行その他カメラボタンで代理人本確読込時にカラーJPEG形式で画像連携する制御を追加
2024062800003 | GINIE | 対面・非対面チャネル種別を判定し非対面時に本人確認未添付不問メモ出力を許可するチェックを追加
2024062800003 | GINIE | 非対面チャネル識別ロジックを番号移行・機種変更・故障系画面の本人確認添付判定に組み込み
2024062800003 | CCOC | ICチップ有無情報を受領しSマーク審査用入力テーブルに格納する項目を追加
2024062800003 | CCOC | GINIEから受領したICチップ有無情報をSマーク審査ロジックの判定条件に組み込む処理を追加
2024062800003 | DWH | GINIEから連携されるICチップ有無情報（本人・代理人）を格納するカラムを対象マートに追加
2024062800003 | DWH | 故障受付の本人確認強化対応コード01～04をB_COC申系マートへ連携・保持する項目を追加
2024062800003 | DWH | 汎用属性値01（汎用種別1008）をL2層で抽出可能とするビューおよびETL処理を追加
2024062800003 | DWH | L3マートb_ccc_申込書契約者汎用からL2抽出用の汎用属性値01データ連携ジョブを追加
2024062800003 | DWH | 非対面チャネルで本人確認未添付不問メモ出力有無を集計可能とする属性項目を新設
2024062800003 | OLS_M00494 | 番号移行本確読込画面「その他」欄のカロリーメイト文言をGINIEと同内容へ変更
2024062800003 | OLS_M00494 | 番号移行で移行元契約者＝移行先契約者の場合の本人確認書類選択肢から補助書類を除外
2024062800003 | OLS_M00494 | 代理人受付時の本人確認書類画像をブラウザAPI指定によりカラーJPEGで取得・連携
2024062800003 | OLS_M00494 | 非対面チャネル受付における本人確認未添付不問メモの出力制御をGINIEと同条件で追加
2024072300015 | Chronos Billing_M00312 | 他システム試験支援用にPayPay取引番号データを作成・提供
2024072300015 | OBI | PayPayオンライン決済関連画面の「決済番号」表示文言を「取引番号」へ変更
2024072300015 | 販売管理ｼｽﾃﾑ_M00050 | PayPay決済関連画面の「PayPay決済番号」表示文言を「PayPay取引番号」へ変更
2024072300015 | GINIE | 「決済番号」を表示・出力している全ての画面・帳票の文言を「取引番号」へ変更
2024072300015 | CindyM_M00648 | PayPayオンライン決済関連SMS文面中の「決済番号」表記を「取引番号」へ変更
2024072300015 | CORELIS Care | 改修不要である旨を反映し関連仕様書に影響なしとして整理
2024072900004 | Chronos Billing_M00312 | 群次請求処理の請求書発行手数料単価を200円から230円に変更
2024072900004 | Chronos Billing_M00312 | 請求書OPおよび窓口請求書用料金マスタの手数料単価設定を230円に更新
2024072900004 | Chronos Billing_M00312 | 請求書発行手数料が記載されたシステム保有帳票テンプレートの金額表記を230円へ差替え
2024072900004 | Chronos Payment_M00312 | 滞納判定処理で発生させる滞納請求書発行手数料単価を200円から230円に変更
2024072900004 | Chronos Payment_M00312 | クレ与信NG請求書に紐づく手数料発生レコードの単価を新料金230円に変更
2024072900004 | IVC | クレ与信NG処理の請求書発行手数料連携データに新単価230円を設定しChronos側へ連携
2024072900004 | BSS | 請求書再発行・機種代金通知書再発行処理で生成する手数料データの単価を230円に変更
2024072900004 | MARS_M00306 | 請求書発行手数料および関連手数料の料金リファレンス内単価情報を200円から230円に変更
2024072900004 | COP_M00365 | 請求書関連手数料を計上する料金計算ロジックの参照単価を230円に更新
2024072900004 | OBI | 請求書発行オプション申込画面の月額手数料表示を200円から230円へ改定
2024072900004 | OBI | 窓口での請求書再発行受付画面の手数料表示金額を新料金230円に更新
2024072900004 | OBI | 請求書発行手数料を案内するフロント画面の説明文中の金額表記を230円に修正
2024072900004 | CORELIS Care | 再発行受付時に表示される請求書再発行手数料金額を200円から230円に変更
2024072900004 | CORELIS Care | 機種代金通知書再発行受付画面の手数料表示項目を新料金230円に更新
2024072900004 | WNF | 請求書関連手数料が記載されたフロント画面の表示金額および説明文を230円に更新
2024072900004 | SUMMIT | 請求書発行手数料を参照する料金関連画面や帳票テンプレートの単価表記を230円に変更
2024072900004 | OLS_M00494 | YM／LINEMO／法人向けOLSフロント画面の請求書発行手数料表示金額を230円に更新
2024072900004 | NFA_M00632 | オンラインフロントにおける請求書手数料案内文の金額を200円から230円に変更
2024072900004 | CindyM_M00648 | 請求書OP加入者向けメール送付時のテンプレート内に記載の手数料金額を230円に修正
2024072900004 | CCOC_M00321 | コールセンター向けナレッジ・応対支援画面の請求書手数料金額表示を230円へ変更
2024072900004 | DWH_M00853 | 請求書関連手数料の単価マスタデータおよび分析用定義値を200円から230円に更新
2024072900004 | Kiwi_M00672 | 料金シミュレータ機能で使用する請求書発行手数料単価を230円に変更し試算結果へ反映
2024072900004 | CLS_M00676 | 料金シミュレータ公開用画面の請求書手数料表示を200円から230円へ更新
2024072900004 | CASIS_M00125 | 請求書関連契約情報を保持するマスタの手数料定義値を200円から230円に更新
2024072900004 | SCMOne_M00403 | 請求書発行関連の内部資料・帳票テンプレートに記載された手数料金額を230円に変更
2024072900004 | Cafe_M00875 | ナレッジページやログジェネ連携情報内の請求書手数料金額表記を230円へ修正
2023030300008 | CCOC_M00321 | 滞納／高額随時による回線停止後のNW利用制限連携条件を初回割賦債権未納のみ対象に変更
2023030300008 | COP_M00365 | 回線停止から25日経過時にSLMへ初回割賦残債有無を照会し未納端末IMEIのみNW制限対象として連携
2023030300008 | COP_M00365 | NW制限・解除時のODR連携項目に初回割賦債権フラグおよび規制／解除情報を追加し15分間隔で送信
2023030300008 | SCMOne_M00403 | トクサポ／下取り査定時に申込端末S#紐づくB#のコレクションステータスと仮入金インジケータで滞納自動判定ロジックを追加
2023030300008 | SCMOne_M00403 | トクサポキャンセル時にST115到達で残債免除取消情報をSLMへ連携しST980以降の重複連携を抑止
2023030300008 | CaMP_M00053 | 端末代金残債有無判定ロジック「e」に初回割賦債権滞納のみでNWステータス×とする条件を実装
2023030300008 | CaMP_M00053 | ODR・SLMからの規制／解除情報を用いた日次洗替処理で×→〇変化および初回入金取消時の〇→×反映を追加
2023030300008 | SLM | COPからの問い合わせに対し初回割賦請求分の残債有無を判定しNW制限対象可否を返却するAPIロジックを変更
2023030300008 | SLM | SCMOne_M00403からのトクサポ残債免除取消連携をST115起点に受信し、後続ステータスでは再連携不要とする制御を追加
2023030300008 | PRV | 記載なし
2023030300008 | EIR | COP経由のNW制限対象IMEIのブラック登録を初回割賦未納端末に限定し解除情報受信で解除処理を行うロジックに変更
2023030300008 | 交換機 | EIRブラック登録状態に応じた通信可否制御を初回割賦債権ルールに基づき更新
2023030300008 | ODR | COPから受信するIMEI単位の規制・解除データに初回割賦債権区分を保持しCaMP_M00053の判定用情報として集約
2023030300008 | Payment | 各B#請求月の入金情報から請求金額満額入金判定を行い、満額入金時にCaMP_M00053または関連IFへステータス変更トリガを送信
2023030300008 | DWH_M00853 | トクサポ／下取りの査定結果連携テーブルに「不備理由コード」カラムを新設し滞納返却理由を区別可能とする
2023030300008 | Web情変_M00019 | トクサポ権利行使・下取り申込時にB#コレクションステータスがCR以外の場合に滞納判定とするロジックへ変更
2023030300008 | Web情変_M00019 | NW利用制限確認Web画面でIMEI入力時のステータス表示ロジックを初回割賦債権未納×／全額入金〇へ改修
2023030300008 | CaMP_M00053 | NW利用制限ステータスをWeb情変_M00019向けに提供するIFの出力項目・判定結果種別を新仕様に合わせて変更
2023030300008 | Cafe_M00875 | トクサポおよび下取り査定情報参照画面に滞納判定結果と不備コードE033の表示項目を追加
2023030300008 | Cindy | 記載なし
2023030300008 | MARS_M00306 | トクサポ・下取り関連の債権状況レポートに新設された不備理由コードを集計可能とする帳票ロジックを追加
2023030300008 | OLS_M00494 | 記載なし
2023030300008 | NFA_M00632 | 記載なし
2023030300008 | NFA2.0_M00802 | 記載なし
2023030300008 | CASIS_M00125 | 記載なし
2023030300008 | Lampas_M00881 | 記載なし
2023030300008 | Kiwi_M00672 | 記載なし
2023030300008 | CLS_M00676 | 記載なし
2023030300008 | 審査PF_M00555 | 記載なし
2023030300008 | トークン_M00567 | 記載なし
2023030300008 | Web情変_M00019 | トクサポ申込画面での滞納チェック結果をフロントにエラーメッセージ表示し権利行使NG時の入力制御を行う処理を追加
2024080800007 | かんたん手続き | 記載なし
2024080800007 | Jafar | 記載なし
記載なし | Chronos Billing_M00312 | SBブランド向け高額案内検知金額を4万円から3万円へ変更する
記載なし | BSS | SBブランド向け緊急対応の検知閾値を8万円から4万円に変更する
記載なし | BSS | YMおよびLINEMO向け緊急対応の検知閾値を8万円から4万円に変更する
記載なし | BSS | 既存のリスクスコア判定ロジックは変更せず閾値金額のみを更新する
記載なし | COP_M00365 | 高額要因別に個別の検知金額を設定可能とする画面・マスタを追加する
記載なし | COP_M00365 | 個人・法人区分に応じた異なる閾値金額を設定・参照する処理を追加する
記載なし | COP_M00365 | 同一高額要因に対して複数の閾値を保持し判定する機能を追加する
記載なし | COP_M00365 | 閾値金額および設定値をリアルタイムにカスタム修正可能な管理画面を追加する
記載なし | BSS | 高額要因別の検知金額および個人・法人区分別閾値を管理するマスタ機能を追加する
記載なし | BSS | 同一高額要因に複数閾値を持たせ顧客属性別に判定するロジックを追加する
2024082600012 | DWH_M00853 | CCOCから連携される審査スキップ関連属性・件数情報を格納するテーブル・項目を追加
2024082600012 | DWH_M00853 | 審査スキップ発動により特属性が外れた申込のみをカウントする集計ロジックを実装しレポート出力基盤を整備
2024082700012 | CCOC_M00321 | FAX申込経路で持込新規／機種変更時に他社規制IMEIをワーニング表示し受付可とする画面制御を追加
2024082700012 | CaMP_M00053 | 自社規制端末のステータス変更時にCOPのIMEI規制情報と整合するよう強制ステータス変更連携ロジックを維持・調整
2024082700012 | CaMP_M00053 | ネットワーク利用制限HP表示用に自社規制IMEI情報を抽出しWeb情変_M00019へ連携するバッチ処理を維持・拡張
2024082700012 | PRV_M00000 | COPから連携される自社／他社IMEI規制情報を受け取り、交換機に対するNW制限／解除オーダーを行う受信インターフェースを拡張
2024082700012 | PRV_M00000 | G10からの手動登録分について即時反映し、夜間バッチ分については当日夜間に一括反映する処理スケジュールを定義
2024082700012 | EIR_M00000 | 他社IMEIのNW規制件数増加に備え、受信データ容量と照会負荷を想定した設備増強対応（収容数・性能パラメータ設定）を実施
2024082700012 | GINIE_M00000 | 持込新規（USIM単体）時に自社ME詳細ステータスB1/B2/B6/B8端末の受付不可エラーチェック（N0388）を維持し、かんたん手続きとロジックを統一
2024082700012 | GINIE_M00000 | 他社規制IMEIで持込新規／機変を受け付ける際、規制中・キャリア名をポップアップでワーニング表示し受付継続可とする機能を追加
2024082700012 | GINIE_M00000 | 他社規制端末受付時の注意事項を帳票に印字し、8日間キャンセル不可であることの確認文言を追加する帳票出力改修を実施
2024082700012 | かんたん手続き_M00000 | YM新規の機種持込時にGINIEと同等のME詳細ステータスエラーチェックを実装し、自社規制端末の受付を禁止するロジックを追加
2024082700012 | かんたん手続き_M00000 | 他社規制IMEIで持込新規／機変受付時にワーニング表示と注意事項表示を行うフロント画面制御を追加
2024082700012 | CORELISCare_M00000 | IMEIをキーとした自社／他社のNW利用制限状況を照会する新検索メニューを追加し、事業者名・機種名・規制理由を表示する画面を実装
2024082700012 | CORELISCare_M00000 | 規制解除受付画面で他社IMEIの解除不可／自社IMEIのみ操作可能とする制御ならびに履歴表示機能を拡張
2024082700012 | CaMP_M00053 | CORELISCareおよびGINIEからのIMEI規制照会で利用する自社端末管理情報をCOPと整合するよう項目・連携IFを見直す
2024082700012 | SLM_M00000 | 自社端末カテゴリー管理の中でネットワーク利用制限状態と連携し、保証サービスロジックへの影響がないことを確認し必要なパラメータを追加
2024082700012 | Cindy_M00364 | メール送付にM3を利用する場合、他社規制端末案内メールを統合履歴へ投入する連携ロジックを設定
2024082700012 | CindyM_M00648 | 他社規制端末に関する案内を送信した場合、コンタクト履歴（Omnibus）へ自動反映する連携設定を追加
2024082700012 | OLS_M00494 | SB-OLS／YM-OLS／LM-OLSで持込新規（USIM単体）購入ページにIMEI入力欄の有無を整理し、対象外チャネルとしてNW制限チェックを行わない制御を維持
2024082700012 | Cafe_M00875 | SIM単体契約者向け「持込端末保証 with AppleCare Services」申込画面でIMEI規制チェックを行い、規制対象時は受付不可とするロジックを追加
2024082700012 | Cafe_M00875 | 持込端末保証ACS加入時の注意事項文面を差し替え、ネットワーク利用制限端末は保証対象外である旨を追記する帳票改修を実施
2024082700012 | SCMOne_M00403 | 下取り申込時にIMEI規制状態をCOPから参照し、規制対象端末の下取り受付を不可とするチェックロジックを実装
2024082700012 | CME_M00817 | 他社規制対象端末で持込新規／機変を実施した回線について、照会時に該当であることをメッセージ表示する機能を追加
2024082700012 | CaMP_M00053 | クルーナビ上の「ネットワーク利用制限（端末利用規制）」案内に他社規制端末の扱いや持込USIM契約時の注意事項を反映する情報更新を実施
2024082700012 | NFA_M00632 | コールセンターIVRからCORELISCareへの接続時、IMEI規制情報照会メニューへの誘導を追加するシナリオ設定を更新
2024082700012 | FINE_M00000 | KDDIファイルストレージから自社向け他社規制IMEIファイルを取得し、COP取込用としてG10で参照可能とするアップロード／ダウンロード機能を実装
2024082700012 | G10_M00000 | 他社IMEI規制情報ファイルのアップロード／ダウンロード、およびエラーファイル出力・個別IMEI登録／修正を行う画面機能を実装
2024091100003 | Web情変_M00019 | 記載なし
2024091100003 | MGS_M00049 | 記載なし
2024091100003 | 販売管理ｼｽﾃﾑ_M00050 | 記載なし
2024091100003 | CaMP_M00053 | 記載なし
2024091100003 | MARS_M00306 | 記載なし
2024091100003 | Chronos Billing_M00312 | 記載なし
2024091100003 | CCOC_M00321 | 記載なし
2024091100003 | Cindy_M00364 | 記載なし
2024091100003 | COP_M00365 | 記載なし
2024091100003 | SCMOne_M00403 | 記載なし
2024091100003 | Veritas_M00413 | 記載なし
2024091100003 | KIIRO_M00487 | 記載なし
2024091100003 | OLS_M00494 | 記載なし
2024091100003 | 審査PF_M00555 | 記載なし
2024091100003 | トークン_M00567 | 記載なし
2024091100003 | NFA_M00632 | 記載なし
2024091100003 | CindyM_M00648 | 記載なし
2024091100003 | NFA2.0_M00802 | 記載なし
2024091100003 | Cafe_M00875 | 記載なし
2024091100003 | CASIS_M00125 | 記載なし
2024091100003 | Lampas_M00881 | 記載なし
2024091100003 | DWH_M00853 | 記載なし
2024091100003 | Kiwi_M00672 | 記載なし
2024091100003 | CLS_M00676 | 記載なし
2024091100003 | Jafar（正式名称の記載なし） | 見積展開対象だが改修内容の詳細は記載なし
2024091100003 | かんたん手続き（正式名称の記載なし） | 新付属品販売対応が必要だが改修内容の詳細は記載なし
2024091700003 | SB-OLS（正式名称記載なし） | OLS申込画面で新規・機種変更・番号移行等の受付時間制御を0:00～23:15に拡張
2024091700003 | SB-OLS（正式名称記載なし） | MNPおよびCIC・有人審査必要申込の受付時間を現行時間帯でエラー判定する制御を維持
2024091700003 | YM-OLS（正式名称記載なし） | YMオンラインストア申込の受付時間制御を0:00～23:15に拡張し非対象時間をエラー返却
2024091700003 | LM-OLS（正式名称記載なし） | LINEMOオンラインストア申込の受付時間判定を0:00～23:15に変更
2024091700003 | My SoftBank（正式名称記載なし） | MySBの機種変更・SIM再発行等の申込受付時間を0:00～23:15に拡張
2024091700003 | My Y!mobile（正式名称記載なし） | MyYMの機種変更・SIM再発行申込受付時間を0:00～23:15に拡張
2024091700003 | My MENU（正式名称記載なし） | MyMenuでの対象手続き受付時間判定を0:00～23:15に変更
2024091700003 | pSIM再発行サイト（正式名称記載なし） | セルフpSIM再発行受付時間を0:00～23:15、時間外はエラー返却とする制御を実装
2024091700003 | eSIMクイック転送（正式名称記載なし） | eSIMクイック転送の受付時間を0:00～23:30に変更し時間外エラー判定ロジックを追加
2024091700003 | Cindy_M00364 | 開通関連帳票・画面の回線切替時間表記を0:00～23:15およびクイック転送0:00～23:30に修正
記載なし | OLS_M00494 | 申込受付機能で契約種別・SIM同梱有無に応じ出荷情報を2明細へ変換するロジックを追加
記載なし | OLS_M00494 | 出荷指示連携機能で移動機明細とSIM明細を分け、SCMOneへ送信するデータフォーマットを変更
記載なし | OLS_M00494 | 新規・機種変更・移動機単体・SIM単体の各パターンで明細種別、商品コード、SIMタイプ、IMSI、出荷区分を設定する変換テーブルを追加
記載なし | OLS_M00494 | SCMOneから返却される出荷実績を新仕様に合わせて受領・反映する処理を確認し、必要に応じてマッピングを調整
記載なし | SCMOne_M00403 | OLSから連携される2明細（移動機・SIM）出荷データを受領し、自動梱包処理へ引き渡す試験を実施（本番ロジックは現行維持想定）
記載なし | SCMOne_M00403 | SLIMSを含む出荷実績連携試験で、新旧明細構成の差異が在庫および出荷実績処理へ影響しないことを検証
2024091900022 | GINGER（SBID管理基盤として記載） | オンライン契約時の申込メールアドレスを連絡先メールアドレスとして登録・更新する
2024091900022 | SB-OLS（正式名称記載なしのためシステム名のまま） | 新規・MNP・番号移行フロント入力欄でメールアドレス取得とNFA送信処理を追加する
2024091900022 | YM-OLS（正式名称記載なしのためシステム名のまま） | 新規・MNP・番号移行時の申込メールアドレス取得とNFA連携ロジックを実装する
2024091900022 | LINEMO-OLS（正式名称記載なしのためシステム名のまま） | 番号移行時のメールアドレス上書き挙動をYMと同仕様で明文化し設定する
2024091900022 | My! SoftBank／My! Ymobile／My!menu | 契約内容確認・変更ページからSBIDメール管理画面への誘導リンクを表示する
2024101100002 | かんたん手続き | おうち割光セット入力画面に固定回線種別選択「ケーブルライン」を追加する
2024101100002 | かんたん手続き | 「ケーブルライン」選択時に固定回線契約者名・照会種別・名義区分入力を必須化する
2024101100002 | かんたん手続き | 「ケーブルライン」選択時に注意ポップアップを表示し、問い合わせ先を案内する
2024101100002 | かんたん手続き | 申込判定ボタン押下でケーブルライン回線照会と加入可否判定を実行し結果を表示する
2024101100002 | かんたん手続き | 入力②タブでおうち割光セット専用同意書と家族確認書類の読込制御を実装する
2024101100002 | かんたん手続き | 申込登録時に加入中割引種別を判定し光おトク割自動解除とおうち割適用を行う
2024101100002 | かんたん手続き | おうち割光セット（A）（ケーブルライン）申込時に帳票印字用の申込情報を出力する
2024101100002 | CCOC_M00321 | おうち割光セット（A）申込時にキャンペーンID「7302」を受信し申込データを登録する
2024101100002 | CCOC_M00321 | プロダクトID「P52A0002」と特典コード「2100001305」をCOP連携用項目に設定する
2024101100002 | CCOC_M00321 | 合算請求希望時にB#プロダクト「209M0001 光回収代行（YM）」を契約情報へ付与する
2024101100002 | COP_M00365 | CCOCからおうち割光セット（A）（ケーブルライン）申込情報を受け登録・更新処理を行う
